time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-10-10T10:42:54.179Z,37.2134,-116.4563,6.1,-0.100,ml,6,119.05,0.082,0.0968,nn,nn00608765,2017-10-10T18:08:21.237Z,"43km NE of Beatty, Nevada",earthquake,,8.8,0.73,2,reviewed,nn,nn
2017-10-10T10:43:22.102Z,41.9709,-118.5329,4.1,1.500,ml,5,207.59,0.47,0.1935,nn,nn00608767,2017-10-10T18:17:54.634Z,"7km ENE of Denio Junction, Nevada",earthquake,,9.8,0.18,3,reviewed,nn,nn
2017-10-10T10:44:35.330Z,40.7141667,-122.4415,24.09,1.640,md,11,76,0.08389,0.15,nc,nc72906986,2017-10-12T03:39:04.232Z,"7km WNW of Shasta Lake, California",earthquake,0.56,1.43,0.203,11,reviewed,nc,nc
2017-10-10T10:52:58.640Z,20.5856667,-155.7093353,4.03,2.900,ml,53,312,0.4625,0.21,hv,hv61939531,2017-10-10T10:58:43.550Z,"34km ESE of Hana, Hawaii",earthquake,2.34,2.19,0.51,4,automatic,hv,hv
2017-10-10T10:56:36.339Z,62.232,-150.1429,25.9,1.200,ml,,,,0.11,ak,ak17004500,2017-10-10T10:59:03.227Z,"10km S of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-10-10T10:58:28.312Z,36.5661,-113.8839,0,1.100,ml,8,205.17,0.679,0.2117,nn,nn00608726,2017-10-10T15:04:59.330Z,"31km SSE of Mesquite, Nevada",earthquake,,4.6,0.13,3,reviewed,nn,nn
2017-10-10T11:11:42.477Z,57.2207,-156.8341,90.4,2.200,ml,,,,0.28,ak,ak17004502,2017-10-10T11:18:25.506Z,"159km NE of Chignik Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-10-10T11:15:59.810Z,44.7778333,-111.079,10.09,0.250,md,7,131,0.02683,0.12,uu,uu60251982,2017-10-10T15:04:37.170Z,"13km N of West Yellowstone, Montana",earthquake,0.49,1.11,0.227,6,reviewed,uu,uu
2017-10-10T11:24:39.060Z,33.498,-116.7913333,4.83,0.380,ml,18,68,0.08097,0.15,ci,ci38022448,2017-10-10T13:35:04.012Z,"9km NE of Aguanga, CA",earthquake,0.27,1.31,0.085,12,reviewed,ci,ci
2017-10-10T11:25:30.060Z,33.493,-116.7913333,4.46,0.410,ml,19,107,0.08515,0.1,ci,ci38022456,2017-10-10T13:34:59.452Z,"9km NE of Aguanga, CA",earthquake,0.16,0.35,0.138,13,reviewed,ci,ci
2017-10-10T11:29:58.870Z,33.4971667,-116.7993333,4.59,1.420,ml,74,22,0.01519,0.19,ci,ci38022464,2017-10-10T16:51:24.890Z,"9km NE of Aguanga, CA",earthquake,0.13,0.31,0.195,55,reviewed,ci,ci
2017-10-10T11:33:49.655Z,39.9825,-120.767,11.2,0.500,ml,6,126.34,0.091,0.0492,nn,nn00608771,2017-10-10T18:24:10.806Z,"12km ENE of East Quincy, California",earthquake,,5.6,0,1,reviewed,nn,nn
2017-10-10T11:39:59.490Z,33.4726667,-116.5545,10.16,1.110,ml,44,67,0.04552,0.18,ci,ci38022472,2017-10-10T13:39:26.260Z,"14km SE of Anza, CA",earthquake,0.2,0.39,0.2,26,reviewed,ci,ci
2017-10-10T11:41:11.980Z,46.5135,-122.283,15.97,1.060,ml,12,207,0.1691,0.07,uw,uw61339841,2017-10-10T17:16:52.310Z,"5km S of Morton, Washington",earthquake,0.8,1.39,0.095,13,reviewed,uw,uw
2017-10-10T11:51:14.151Z,58.8954,-151.4581,24.3,3.500,ml,,,,0.59,ak,ak17004820,2017-10-10T12:04:25.982Z,"83km S of Homer, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-10-10T11:54:06.472Z,39.9763,-120.769,12,0.500,ml,5,212.61,0.092,0.0699,nn,nn00608775,2017-10-11T21:29:49.500Z,"11km ENE of East Quincy, California",earthquake,,3.6,0,1,reviewed,nn,nn
2017-10-10T11:59:47.475Z,60.7616,-147.7989,12.7,1.700,ml,,,,0.76,ak,ak17004832,2017-10-10T12:04:26.160Z,"48km E of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-10-10T12:00:45.250Z,44.7703333,-111.0676667,10.09,0.250,md,6,129,0.03784,0.1,uu,uu60251987,2017-10-10T15:06:12.100Z,"12km NNE of West Yellowstone, Montana",earthquake,0.76,1.01,0.327,5,reviewed,uu,uu
2017-10-10T12:04:36.240Z,46.6283333,-122.4381667,9.66,1.070,ml,14,140,0.317,0.16,uw,uw61339846,2017-10-10T17:22:38.540Z,"14km WNW of Morton, Washington",earthquake,0.55,12.81,0.193,14,reviewed,uw,uw
2017-10-10T12:05:27.100Z,38.8079987,-122.8171692,2.42,1.210,md,13,85,0.01708,0.04,nc,nc72907011,2017-10-10T12:38:02.553Z,"6km WNW of The Geysers, California",earthquake,0.29,0.68,0.09,7,automatic,nc,nc
2017-10-10T12:07:25.720Z,46.2911667,-122.214,2.58,0.200,ml,9,131,0.03725,0.15,uw,uw61339851,2017-10-10T17:04:05.580Z,"30km S of Morton, Washington",earthquake,0.48,1.36,0.283,7,reviewed,uw,uw
2017-10-10T12:16:17.520Z,37.7794991,-122.2331696,15.35,1.680,md,31,58,0.04469,0.06,nc,nc72907016,2017-10-10T13:03:04.609Z,"1km NNE of Alameda, California",earthquake,0.27,0.52,0.21,22,automatic,nc,nc
2017-10-10T12:18:07.510Z,39.603,-120.3993333,-0.98,2.170,md,21,57,0.138,0.09,nc,nc72907021,2017-10-11T21:23:39.844Z,"24km SSE of Portola, California",earthquake,0.3,5.54,0.25,20,reviewed,nc,nc
2017-10-10T12:21:38.090Z,45.315,-121.6825,6.86,0.990,ml,8,87,,0.18,uw,uw61339856,2017-10-10T16:55:55.100Z,"23km E of Mount Hood Village, Oregon",earthquake,0.75,0.5,0.169,7,reviewed,uw,uw
2017-10-10T12:30:55.530Z,33.562,-117.073,10.8,1.030,ml,32,66,0.05691,0.15,ci,ci38022480,2017-10-10T13:39:21.840Z,"8km E of Murrieta Hot Springs, CA",earthquake,0.22,0.63,0.298,28,reviewed,ci,ci
2017-10-10T12:31:22.980Z,33.5066667,-116.7955,4.62,1.290,ml,50,35,0.006984,0.18,ci,ci38022488,2017-10-10T13:39:17.410Z,"10km NE of Aguanga, CA",earthquake,0.17,0.43,0.129,26,reviewed,ci,ci
2017-10-10T12:46:08.730Z,33.4698333,-116.4468333,9.02,0.680,ml,34,94,0.05627,0.15,ci,ci38022496,2017-10-10T16:56:07.605Z,"23km ESE of Anza, CA",earthquake,0.2,0.51,0.165,20,reviewed,ci,ci
2017-10-10T12:51:42.568Z,61.637,-146.4467,19.9,1.800,ml,,,,0.89,ak,ak17005155,2017-10-10T12:55:49.488Z,"56km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-10-10T13:00:06.870Z,35.8961667,-117.6758333,3.73,0.530,ml,15,51,0.0556,0.08,ci,ci38022504,2017-10-10T16:59:10.300Z,"21km ESE of Little Lake, CA",earthquake,0.13,0.38,0.096,5,reviewed,ci,ci
2017-10-10T13:01:37.980Z,33.4991667,-116.8013333,5.51,2.500,ml,115,30,0.008447,0.21,ci,ci38022512,2017-10-10T17:18:42.660Z,"9km NE of Aguanga, CA",earthquake,0.11,0.32,0.135,142,reviewed,ci,ci
2017-10-10T13:07:16.329Z,61.5549,-149.5739,31.9,1.300,ml,,,,0.32,ak,ak17005162,2017-10-10T13:13:21.234Z,"4km NNE of Knik-Fairview, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-10-10T13:14:56.845Z,39.2347,-120.1003,10,0.300,ml,11,73.89,0.034,0.1871,nn,nn00608756,2017-10-10T17:39:57.179Z,"4km W of Tahoe Vista, California",earthquake,,1.3,0.63,4,reviewed,nn,nn
2017-10-10T13:23:05.160Z,33.5061667,-116.7968333,5.79,0.850,ml,41,30,0.006849,0.14,ci,ci38022520,2017-10-10T17:24:50.160Z,"10km NE of Aguanga, CA",earthquake,0.14,0.39,0.121,24,reviewed,ci,ci
2017-10-10T13:24:34.995Z,61.2057,-139.8913,1.9,1.800,ml,,,,0.52,ak,ak17005167,2017-10-10T13:29:21.935Z,"138km WNW of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2017-10-10T13:27:59.370Z,33.5151667,-116.7913333,6.17,0.910,ml,34,38,0.008033,0.15,ci,ci38022528,2017-10-10T13:39:13.120Z,"11km NE of Aguanga, CA",earthquake,0.17,0.55,0.133,27,reviewed,ci,ci
2017-10-10T13:35:23.242Z,62.0135,-147.937,26.6,1.700,ml,,,,0.95,ak,ak17005170,2017-10-10T13:42:31.202Z,"53km ENE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-10-10T13:35:31.632Z,38.4484,-116.0055,2.9,1.600,ml,12,133.48,0.344,0.206,nn,nn00608732,2017-10-10T15:56:49.469Z,"42km NE of Warm Springs, Nevada",earthquake,,3.3,0.42,6,reviewed,nn,nn
2017-10-10T13:35:52.180Z,37.6465,-118.886,1.88,0.260,md,8,163,0.008854,0.04,nc,nc72907041,2017-10-11T01:58:02.827Z,"7km E of Mammoth Lakes, California",earthquake,0.68,0.84,0.083,7,reviewed,nc,nc
2017-10-10T13:39:09.133Z,42.0079,-118.5873,0.1,2.300,ml,7,112.1,0.428,0.1348,nn,nn00608733,2017-10-10T16:03:06.473Z,"6km NNE of Denio Junction, Nevada",earthquake,,2.9,0.29,5,reviewed,nn,nn
2017-10-10T13:46:34.000Z,42.5656667,-111.4123333,7.65,1.400,md,7,137,0.03514,0.07,uu,uu60251992,2017-10-10T18:09:11.760Z,"18km ESE of Soda Springs, Idaho",earthquake,0.92,0.36,0.103,3,reviewed,uu,uu
2017-10-10T13:53:37.120Z,45.7283,-69.7412,3.89,1.500,ml,,120,0.447,0.25,us,us1000aq28,2017-10-11T04:52:07.040Z,"32km NNW of Greenville, Maine",earthquake,1.4,7.8,0.105,12,reviewed,us,us
2017-10-10T13:54:22.320Z,38.8261667,-122.806,3.57,0.280,md,6,115,0.02,0.02,nc,nc72907061,2017-10-10T19:20:03.507Z,"6km NW of The Geysers, California",earthquake,0.6,0.62,,1,reviewed,nc,nc
2017-10-10T13:55:55.160Z,37.5961667,-119.0106667,0.5,-0.140,md,6,248,0.01862,0.02,nc,nc72907066,2017-10-11T01:57:43.200Z,"6km SSW of Mammoth Lakes, California",earthquake,0.69,0.36,0.047,4,reviewed,nc,nc
2017-10-10T14:01:06.859Z,61.5023,-146.2704,31.3,1.600,ml,,,,0.91,ak,ak17005492,2017-10-10T14:05:36.928Z,"41km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-10-10T14:05:10.909Z,41.9831,-118.5513,10.5,2.300,ml,4,266.54,0.455,0.0802,nn,nn00608762,2017-10-10T17:58:42.083Z,"7km ENE of Denio Junction, Nevada",earthquake,,5.9,0.35,3,reviewed,nn,nn
2017-10-10T14:15:46.660Z,42.6528333,-111.4378333,2.13,1.510,md,17,74,0.01851,0.11,uu,uu60251997,2017-10-10T18:15:24.960Z,"13km E of Soda Springs, Idaho",earthquake,0.27,0.35,0.219,6,reviewed,uu,uu
2017-10-10T14:22:17.437Z,39.6003,-120.4129,2.1,0.200,ml,6,199.37,0.148,0.1172,nn,nn00608734,2017-10-10T14:36:45.481Z,"23km SSE of Portola, California",earthquake,,26.2,0.09,2,reviewed,nn,nn
2017-10-10T14:34:31.678Z,37.9671,-115.8253,8.3,0.600,ml,8,165.14,0.329,0.2831,nn,nn00608766,2017-10-10T18:14:40.849Z,"53km ESE of Warm Springs, Nevada",earthquake,,2,0.22,4,reviewed,nn,nn
2017-10-10T14:36:02.290Z,-9.2001,-109.6712,10,5.000,mb,,114,29.886,0.97,us,us2000b3ii,2017-10-11T17:15:22.040Z,Central East Pacific Rise,earthquake,14.8,1.9,0.048,141,reviewed,us,us
2017-10-10T14:43:08.820Z,37.2228333,-113.3235,3.5,1.360,md,6,137,0.2065,0.16,uu,uu60252002,2017-10-10T18:20:04.720Z,"4km SW of Toquerville, Utah",earthquake,0.8,7.99,0.282,4,reviewed,uu,uu
2017-10-10T14:43:22.400Z,16.6593,-94.4739,102.17,4.200,mb,,174,5.204,0.75,us,us2000b3il,2017-10-11T00:28:44.507Z,"18km NE of Niltepec, Mexico",earthquake,5.3,13.1,0.073,52,reviewed,us,us
2017-10-10T14:50:37.420Z,37.5293333,-118.8165,-0.22,0.480,md,8,325,0.06141,0.03,nc,nc72907076,2017-10-11T02:52:03.964Z,"19km SE of Mammoth Lakes, California",earthquake,3.79,5.37,0.222,7,reviewed,nc,nc
2017-10-10T15:03:14.560Z,33.5083333,-116.7948333,6.06,1.080,ml,48,30,0.00612,0.14,ci,ci38022544,2017-10-10T17:30:59.100Z,"10km NE of Aguanga, CA",earthquake,0.13,0.36,0.099,28,reviewed,ci,ci
2017-10-10T15:05:15.740Z,33.5036667,-116.7973333,6.05,1.640,ml,79,25,0.009039,0.19,ci,ci38022552,2017-10-10T17:42:13.230Z,"9km NE of Aguanga, CA",earthquake,0.12,0.32,0.153,55,reviewed,ci,ci
2017-10-10T15:08:58.890Z,36.0208321,-120.5806656,1.49,1.050,md,9,138,0.03749,0.06,nc,nc72907086,2017-10-10T15:59:03.004Z,"23km WSW of Coalinga, California",earthquake,0.37,1.54,0.28,3,automatic,nc,nc
2017-10-10T15:17:10.130Z,38.8148333,-122.821,2.99,0.250,md,10,99,0.008735,0.02,nc,nc72907096,2017-10-11T18:04:05.259Z,"6km NW of The Geysers, California",earthquake,0.57,0.62,0.015,2,reviewed,nc,nc
2017-10-10T15:21:01.877Z,37.8081,-114.2892,7.2,0.900,ml,9,101.4,0.212,0.1488,nn,nn00608743,2017-10-10T16:18:34.459Z,"19km SE of Pioche, Nevada",earthquake,,2.7,0.21,3,reviewed,nn,nn
2017-10-10T15:31:54.840Z,38.8326683,-122.7906647,1.59,0.970,md,11,97,0.01492,0.02,nc,nc72907101,2017-10-10T17:24:02.859Z,"5km WNW of Cobb, California",earthquake,0.25,0.5,0.08,5,automatic,nc,nc
2017-10-10T15:33:35.874Z,38.2555,-118.7016,9.6,1.300,ml,19,73.73,0.155,0.1862,nn,nn00608744,2017-10-10T16:34:11.994Z,"30km SSW of Hawthorne, Nevada",earthquake,,1.8,0.37,5,reviewed,nn,nn
2017-10-10T15:34:20.920Z,45.5333333,-124.959,38.56,1.910,ml,20,317,1.058,1.58,uw,uw61339881,2017-10-11T18:36:17.130Z,"79km W of Rockaway Beach, Oregon",earthquake,10.58,31.61,0.062,2,reviewed,uw,uw
2017-10-10T15:35:44.220Z,38.8096657,-122.8106689,3.57,0.880,md,10,135,0.01212,0.03,nc,nc72907106,2017-10-10T17:53:04.300Z,"5km NW of The Geysers, California",earthquake,0.89,1.09,0.07,5,automatic,nc,nc
2017-10-10T15:41:10.878Z,38.2531,-118.7108,9.2,1.200,ml,22,55.9,0.162,0.1726,nn,nn00608745,2017-10-10T16:43:51.182Z,"31km SSW of Hawthorne, Nevada",earthquake,,2.2,0.45,5,reviewed,nn,nn
2017-10-10T15:46:24.690Z,33.9791667,-116.2698333,4.17,1.350,ml,40,39,0.09642,0.17,ci,ci38022576,2017-10-10T16:36:13.510Z,"18km SSE of Joshua Tree, CA",earthquake,0.2,0.64,0.17,27,reviewed,ci,ci
2017-10-10T15:52:03.790Z,59.8915,-136.8359,0,2.000,ml,,,,1.08,ak,ak17006154,2017-10-10T15:56:39.395Z,"98km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-10-10T15:52:45.810Z,33.9813333,-116.2708333,4.53,1.080,ml,21,91,0.09832,0.18,ci,ci38022584,2017-10-10T16:35:02.349Z,"18km SSE of Joshua Tree, CA",earthquake,0.32,0.72,0.236,29,reviewed,ci,ci
2017-10-10T15:54:19.205Z,38.259,-118.713,8.9,0.500,ml,5,266.2,0.164,0.0394,nn,nn00608770,2017-10-10T18:21:03.832Z,"30km SSW of Hawthorne, Nevada",earthquake,,9.2,0.41,3,reviewed,nn,nn
2017-10-10T16:07:08.340Z,38.8170013,-122.8141632,1.91,1.340,md,14,66,0.01427,0.04,nc,nc72907116,2017-10-10T18:50:03.447Z,"6km NW of The Geysers, California",earthquake,0.28,0.54,0.04,5,automatic,nc,nc
2017-10-10T16:10:03.510Z,46.9006667,-112.5236667,11,1.700,ml,15,100,0.022,0.18,mb,mb80260439,2017-10-10T18:00:56.940Z,"13km ESE of Lincoln, Montana",earthquake,0.5,0.6,0.274,4,reviewed,mb,mb
2017-10-10T16:11:08.920Z,33.6023333,-116.7625,15.03,0.830,ml,31,54,0.008723,0.19,ci,ci38022592,2017-10-10T16:34:44.440Z,"10km WNW of Anza, CA",earthquake,0.34,0.48,0.169,18,reviewed,ci,ci
2017-10-10T16:12:53.480Z,60.6418,-148.6878,21.5,1.700,ml,,,,0.46,ak,ak17006176,2017-10-10T16:19:04.320Z,"14km S of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-10-10T16:13:44.330Z,33.2825,-116.2781667,5.55,1.310,ml,49,70,0.08659,0.2,ci,ci38022600,2017-10-11T21:46:06.940Z,"10km ENE of Borrego Springs, CA",earthquake,0.22,0.56,0.154,25,reviewed,ci,ci
2017-10-10T16:18:03.820Z,33.5026667,-116.7935,4.76,0.690,ml,28,35,0.01124,0.17,ci,ci38022608,2017-10-10T16:34:28.228Z,"9km NE of Aguanga, CA",earthquake,0.22,0.43,0.112,23,reviewed,ci,ci
2017-10-10T16:18:13.715Z,59.9049,-141.4051,9.1,1.300,ml,,,,0.64,ak,ak17006181,2017-10-10T18:05:32.075Z,"60km ESE of Cape Yakataga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-10T16:22:05.910Z,38.8765,-122.7846667,3.04,0.930,md,15,202,0.03446,0.06,nc,nc72907121,2017-10-11T17:04:02.068Z,"8km NW of Cobb, California",earthquake,0.68,0.54,0.109,5,reviewed,nc,nc
2017-10-10T16:38:29.490Z,46.9013333,-112.5418333,14.83,1.230,ml,15,113,0.033,0.16,mb,mb80260444,2017-10-10T18:05:36.620Z,"12km ESE of Lincoln, Montana",earthquake,0.44,0.64,0.145,4,reviewed,mb,mb
2017-10-10T16:38:37.220Z,40.7425,-122.32,-0.87,1.250,md,9,74,0.1763,0.03,nc,nc72907126,2017-10-12T02:30:31.736Z,"8km NNE of Shasta Lake, California",quarry blast,0.29,31.61,0.048,6,reviewed,nc,nc
2017-10-10T16:43:13.054Z,62.4186,-149.1702,44.8,1.700,ml,,,,1.12,ak,ak17006498,2017-10-10T16:50:14.883Z,"45km NE of Y, Alaska",earthquake,,1.3,,,automatic,ak,ak
2017-10-10T16:44:26.900Z,39.5880013,-120.408165,-0.52,1.740,md,7,171,0.1507,0.09,nc,nc72907131,2017-10-10T20:01:02.790Z,"24km SSE of Portola, California",earthquake,0.96,9.11,0.3,6,automatic,nc,nc
2017-10-10T16:49:05.250Z,38.8224983,-122.7649994,1.83,1.640,md,17,62,0.008838,0.02,nc,nc72907136,2017-10-10T20:30:04.674Z,"3km W of Cobb, California",earthquake,0.22,0.43,0.15,7,automatic,nc,nc
2017-10-10T16:51:21.282Z,51.8596,-178.6181,17.2,2.900,ml,,,,0.5,ak,ak17006506,2017-10-10T18:08:42.905Z,"32km W of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-10-10T16:53:52.218Z,64.7568,-146.7438,7.2,0.700,ml,,,,0.48,ak,ak17006508,2017-10-10T17:01:32.371Z,"18km NE of Eielson Air Force Base, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-10-10T16:55:52.180Z,19.1583328,-155.4433289,18.63,1.750,md,28,172,0.018,0.12,hv,hv61939731,2017-10-10T16:59:08.670Z,"6km SE of Pahala, Hawaii",earthquake,0.49,1.01,0.2,9,automatic,hv,hv
2017-10-10T16:59:31.360Z,38.1998333,-112.6965,6.02,0.400,md,8,138,0.2554,0.15,uu,uu60252007,2017-10-11T14:53:54.280Z,"9km SSW of Beaver, Utah",earthquake,0.57,31.61,0.366,6,reviewed,uu,uu
2017-10-10T17:24:14.200Z,32.9496667,-115.5408333,10.78,2.480,ml,36,81,0.05089,0.28,ci,ci38022632,2017-10-11T05:08:31.392Z,"3km SSW of Brawley, CA",earthquake,0.28,0.7,0.201,55,reviewed,ci,ci
2017-10-10T17:25:15.650Z,38.2597,-118.7228,6.1,0.900,ml,13,89.53,0.171,0.1561,nn,nn00608791,2017-10-10T20:01:11.604Z,"30km SSW of Hawthorne, Nevada",earthquake,,3.2,0.35,6,reviewed,nn,nn
2017-10-10T17:36:57.999Z,38.2583,-118.7203,6.9,0.900,ml,10,137.32,0.17,0.138,nn,nn00608792,2017-10-10T20:10:31.020Z,"30km SSW of Hawthorne, Nevada",earthquake,,4.7,0.51,5,reviewed,nn,nn
2017-10-10T17:47:23.850Z,44.6585,-111.004,9.65,0.900,md,6,124,0.08691,0.06,uu,uu60252012,2017-10-11T14:55:59.930Z,"7km E of West Yellowstone, Montana",earthquake,0.38,2.09,0.457,3,reviewed,uu,uu
2017-10-10T17:48:41.460Z,31.6125,-116.0085,6.09,3.030,ml,22,157,0.2922,0.16,ci,ci38022656,2017-10-11T13:30:14.040Z,"54km ESE of Maneadero, B.C., MX",earthquake,0.26,1.52,0.136,57,reviewed,ci,ci
2017-10-10T17:49:21.793Z,38.2489,-118.7181,7.3,1.600,ml,24,56.32,0.168,0.1242,nn,nn00608759,2017-10-12T03:48:03.071Z,"31km SSW of Hawthorne, Nevada",earthquake,,3,0.35,12,reviewed,nn,nn
2017-10-10T18:06:03.540Z,35.5151672,-120.7874985,4.48,0.960,md,6,157,0.09521,0.02,nc,nc72907156,2017-10-10T19:04:02.723Z,"8km WSW of Templeton, California",earthquake,2.63,6.58,0.28,2,automatic,nc,nc
2017-10-10T18:12:37.160Z,37.5326653,-118.8874969,2.12,1.120,md,14,196,0.08232,0.02,nc,nc72907151,2017-10-10T20:58:03.764Z,"14km SSE of Mammoth Lakes, California",earthquake,0.43,1.58,0.13,12,automatic,nc,nc
2017-10-10T18:12:47.398Z,61.3238,-146.7824,29.9,1.500,ml,,,,0.69,ak,ak17006872,2017-10-10T18:25:40.307Z,"31km NW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-10-10T18:13:03.729Z,62.8441,-150.4185,81.5,2.200,ml,,,,0.46,ak,ak17006869,2017-10-11T13:32:05.040Z,"60km NNW of Talkeetna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-10-10T18:17:05.280Z,33.4883333,-116.795,4.48,0.990,ml,51,32,0.02439,0.17,ci,ci38022672,2017-10-10T19:02:47.270Z,"8km NE of Aguanga, CA",earthquake,0.14,0.33,0.119,27,reviewed,ci,ci
2017-10-10T18:17:11.071Z,62.9649,-148.505,3.6,1.800,ml,,,,0.65,ak,ak17006875,2017-10-10T18:21:57.984Z,"52km SSE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-10-10T18:20:49.440Z,19.2573338,-155.3861694,33.01,1.820,md,23,146,0.02244,0.2,hv,hv61939936,2017-10-10T18:24:05.070Z,"11km ENE of Pahala, Hawaii",earthquake,1.08,1.12,0.07,4,automatic,hv,hv
2017-10-10T18:27:50.234Z,63.5163,-151.2385,0.9,2.400,ml,,,,0.99,ak,ak17006899,2017-10-11T13:35:33.040Z,"114km W of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-10-10T18:34:08.330Z,35.0516667,-118.3471667,-1.01,1.420,ml,39,43,0.0611,0.17,ci,ci38022680,2017-10-10T19:07:27.267Z,"13km SE of Tehachapi, CA",quarry blast,0.29,31.61,0.118,24,reviewed,ci,ci
2017-10-10T18:50:31.280Z,33.9315,-116.7805,11.03,0.900,ml,47,41,0.09866,0.13,ci,ci38022712,2017-10-10T19:16:47.569Z,"2km NNE of Cabazon, CA",earthquake,0.14,0.44,0.136,22,reviewed,ci,ci
2017-10-10T18:50:48.990Z,46.8176667,-112.106,9.68,0.890,ml,12,158,0.169,0.06,mb,mb80260449,2017-10-10T19:47:46.340Z,"10km NNW of Helena Valley Northwest, Montana",earthquake,0.48,0.78,0.203,5,reviewed,mb,mb
2017-10-10T18:52:05.920Z,36.5589981,-121.1623306,3.02,1.180,md,6,103,0.0274,0.12,nc,nc72907171,2017-10-10T21:49:02.888Z,"20km NE of Soledad, California",earthquake,0.53,1.23,0.28,5,automatic,nc,nc
2017-10-10T18:53:27.770Z,-54.2632,8.6363,9,6.700,mww,,20,18.17,1.14,us,us1000apql,2017-10-11T14:01:19.040Z,Bouvet Island region,earthquake,6.6,1.6,0.083,14,reviewed,us,us
2017-10-10T18:56:32.710Z,33.4945,-116.7916667,4.47,0.580,ml,32,35,0.01924,0.14,ci,ci38022720,2017-10-10T19:22:05.603Z,"9km NE of Aguanga, CA",earthquake,0.18,0.31,0.113,17,reviewed,ci,ci
2017-10-10T18:56:40.930Z,-6.6145,130.7419,71.33,4.600,mb,,78,1.467,1.41,us,us1000apqh,2017-10-11T14:19:05.040Z,"160km NNW of Saumlaki, Indonesia",earthquake,6.3,7.7,0.093,41,reviewed,us,us
2017-10-10T19:01:30.942Z,61.831,-150.0033,46.4,1.400,ml,,,,0.65,ak,ak17007237,2017-10-10T19:27:32.592Z,"9km N of Willow, Alaska",earthquake,,1,,,automatic,ak,ak
2017-10-10T19:11:51.420Z,34.9881667,-118.1876667,-0.83,1.330,ml,9,150,0.1142,0.25,ci,ci38022760,2017-10-10T20:39:45.119Z,"7km S of Mojave, CA",quarry blast,0.95,31.61,0.118,7,reviewed,ci,ci
2017-10-10T19:18:51.080Z,45.9965,-112.4738333,-2,1.460,ml,10,103,0.06,0.15,mb,mb80260459,2017-10-10T19:39:37.070Z,"4km E of Butte, Montana",quarry blast,0.57,31.61,0.093,5,reviewed,mb,mb
2017-10-10T19:19:55.049Z,62.9328,-148.671,12.6,1.700,ml,,,,0.79,ak,ak17007265,2017-10-10T19:27:32.805Z,"53km SSE of Cantwell, Alaska",earthquake,,0.1,,,automatic,ak,ak
2017-10-10T19:29:31.480Z,-45.8106,-76.1767,10,4.300,mb,,204,2.179,0.88,us,us1000aprz,2017-10-11T14:53:51.040Z,"264km W of Puerto Chacabuco, Chile",earthquake,7.2,1.9,0.2,9,reviewed,us,us
2017-10-10T19:30:03.360Z,32.7678333,-116.896,-0.37,1.270,ml,33,101,0.1298,0.25,ci,ci38022728,2017-10-10T19:53:54.615Z,"4km ENE of Rancho San Diego, CA",quarry blast,0.47,31.61,0.178,11,reviewed,ci,ci
2017-10-10T19:32:05.570Z,32.9486667,-115.5423333,6.84,1.420,ml,24,82,0.04954,0.18,ci,ci38022736,2017-10-10T19:58:11.566Z,"4km SSW of Brawley, CA",earthquake,0.25,0.56,0.176,24,reviewed,ci,ci
2017-10-10T19:32:23.540Z,32.9481667,-115.545,6.61,1.280,ml,9,129,0.04841,0.1,ci,ci37168508,2017-10-10T20:03:25.368Z,"4km SSW of Brawley, CA",earthquake,0.21,0.54,0.2,7,reviewed,ci,ci
2017-10-10T19:36:33.010Z,39.8153333,-123.3016667,6.21,1.920,md,24,49,0.1125,0.04,nc,nc72907191,2017-10-11T21:19:02.811Z,"5km WNW of Covelo, California",earthquake,0.23,0.49,0.221,25,reviewed,nc,nc
2017-10-10T19:37:23.210Z,38.8139992,-122.7630005,1.54,1.630,md,17,78,0.01731,0.03,nc,nc72907196,2017-10-10T22:32:01.972Z,"3km WSW of Cobb, California",earthquake,0.21,0.49,0.05,7,automatic,nc,nc
